分段ID,开始时间,结束时间,持续时长min,纳入统计分钟数,冻结风机数,重复风机功率之和MW,风机编号列表,原异常分钟数,修正后异常分钟数,异常分钟数变化量,原异常占比,修正后异常占比,异常占比变化量,原异常程度总和,修正后异常程度总和,异常程度变化量,异常程度下降率,原平均异常程度,修正后平均异常程度,原最大异常程度,修正后最大异常程度,原偏离程度总和,修正后偏离程度总和,偏离程度变化量,偏离程度下降率,原平均偏离程度,修正后平均偏离程度,原最大偏离程度,修正后最大偏离程度,原负损耗分钟数,修正后负损耗分钟数,站端功率重复硬异常分钟数,物理越限硬异常分钟数,风机联合重复标记分钟数,是否异常分钟减少,是否异常程度下降,是否偏离程度下降,是否全部修正为正常,重复详情
109,2024-04-11 13:53:00,2024-04-11 14:14:00,22,22,55,41.38985,1、2、3、4、5、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、57、58,22,22,0,1.0,1.0,0.0,185.611428,11205.24292,11019.631492,-59.369359,8.436883,509.329224,9.358477,549.9286,196.04865,11205.24292,11009.19427,-56.15542,8.911302,509.329224,9.832896,549.9286,0,22,0.0,0,22,False,False,False,False,"1[status=5.0,P=742.68,WS=5.12] 、 2[status=5.0,P=614.63,WS=4.77] 、 3[status=5.0,P=471.22,WS=4.38] 、 4[status=5.0,P=480.18,WS=4.45] 、 5[status=5.0,P=574.94,WS=4.82] 、 7[status=5.0,P=404.63,WS=6.43] 、 8[status=5.0,P=431.52,WS=4.38] 、 9[status=5.0,P=485.3,WS=4.62] 、 10[status=5.0,P=294.51,WS=3.96] 、 11[status=5.0,P=409.75,WS=4.23] 、 12[status=5.0,P=380.3,WS=4.29] 、 13[status=5.0,P=427.68,WS=4.27] 、 14[status=5.0,P=396.95,WS=4.22] 、 15[status=5.0,P=376.46,WS=3.92] 、 16[status=5.0,P=294.51,WS=3.78] 、 17[status=5.0,P=414.88,WS=4.28] 、 18[status=5.0,P=334.21,WS=4.02] 、 19[status=5.0,P=878.41,WS=5.29] 、 20[status=5.0,P=740.12,WS=5.05] 、 21[status=5.0,P=343.17,WS=3.62] 、 22[status=5.0,P=201.04,WS=4.13] 、 24[status=5.0,P=508.35,WS=4.5] 、 25[status=5.0,P=394.39,WS=4.22] 、 26[status=5.0,P=355.97,WS=4.04] 、 27[status=5.0,P=751.64,WS=5.04] 、 28[status=5.0,P=747.8,WS=5.14] 、 29[status=5.0,P=742.68,WS=5.09] 、 30[status=5.0,P=706.83,WS=5.0] 、 31[status=5.0,P=669.69,WS=4.9] 、 32[status=5.0,P=694.02,WS=4.92] 、 33[status=5.0,P=685.06,WS=4.96] 、 34[status=5.0,P=687.62,WS=4.95] 、 35[status=5.0,P=700.42,WS=5.01] 、 36[status=5.0,P=688.9,WS=5.06] 、 37[status=5.0,P=695.3,WS=5.04] 、 38[status=5.0,P=672.25,WS=4.92] 、 39[status=5.0,P=792.19,WS=4.95] 、 40[status=5.0,P=811.82,WS=5.27] 、 41[status=5.0,P=895.48,WS=5.17] 、 42[status=5.0,P=1139.63,WS=5.91] 、 43[status=5.0,P=590.73,WS=4.85] 、 44[status=5.0,P=710.24,WS=5.27] 、 45[status=5.0,P=791.34,WS=5.34] 、 46[status=5.0,P=851.95,WS=5.19] 、 47[status=5.0,P=1016.7,WS=5.59] 、 48[status=5.0,P=1412.8,WS=7.51] 、 49[status=5.0,P=1399.99,WS=7.18] 、 50[status=5.0,P=1392.31,WS=6.28] 、 51[status=5.0,P=1321.46,WS=6.93] 、 52[status=5.0,P=1417.92,WS=6.36] 、 53[status=5.0,P=1493.04,WS=6.42] 、 54[status=5.0,P=1538.28,WS=6.53] 、 55[status=5.0,P=1440.97,WS=6.9] 、 57[status=5.0,P=1571.58,WS=6.6] 、 58[status=5.0,P=1403.41,WS=7.36]"
110,2024-04-11 14:15:00,2024-04-11 14:36:00,22,22,54,40.72016,1、2、3、4、5、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、24、25、26、27、28、29、30、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、57、58,18,22,4,0.818182,1.0,0.181818,31.523491,16983.36912,16951.845629,-537.752805,1.432886,771.971324,5.833729,853.9848,41.630149,16983.36912,16941.738971,-406.958405,1.892279,771.971324,6.303784,853.9848,10,22,0.0,0,22,False,False,False,False,"1[status=5.0,P=742.68,WS=5.12] 、 2[status=5.0,P=614.63,WS=4.77] 、 3[status=5.0,P=471.22,WS=4.38] 、 4[status=5.0,P=480.18,WS=4.45] 、 5[status=5.0,P=574.94,WS=4.82] 、 7[status=5.0,P=404.63,WS=6.43] 、 8[status=5.0,P=431.52,WS=4.38] 、 9[status=5.0,P=485.3,WS=4.62] 、 10[status=5.0,P=294.51,WS=3.96] 、 11[status=5.0,P=409.75,WS=4.23] 、 12[status=5.0,P=380.3,WS=4.29] 、 13[status=5.0,P=427.68,WS=4.27] 、 14[status=5.0,P=396.95,WS=4.22] 、 15[status=5.0,P=376.46,WS=3.92] 、 16[status=5.0,P=294.51,WS=3.78] 、 17[status=5.0,P=414.88,WS=4.28] 、 18[status=5.0,P=334.21,WS=4.02] 、 19[status=5.0,P=878.41,WS=5.29] 、 20[status=5.0,P=740.12,WS=5.05] 、 21[status=5.0,P=343.17,WS=3.62] 、 22[status=5.0,P=201.04,WS=4.13] 、 24[status=5.0,P=508.35,WS=4.5] 、 25[status=5.0,P=394.39,WS=4.22] 、 26[status=5.0,P=355.97,WS=4.04] 、 27[status=5.0,P=751.64,WS=5.04] 、 28[status=5.0,P=747.8,WS=5.14] 、 29[status=5.0,P=742.68,WS=5.09] 、 30[status=5.0,P=706.83,WS=5.0] 、 32[status=5.0,P=694.02,WS=4.92] 、 33[status=5.0,P=685.06,WS=4.96] 、 34[status=5.0,P=687.62,WS=4.95] 、 35[status=5.0,P=700.42,WS=5.01] 、 36[status=5.0,P=688.9,WS=5.06] 、 37[status=5.0,P=695.3,WS=5.04] 、 38[status=5.0,P=672.25,WS=4.92] 、 39[status=5.0,P=792.19,WS=4.95] 、 40[status=5.0,P=811.82,WS=5.27] 、 41[status=5.0,P=895.48,WS=5.17] 、 42[status=5.0,P=1139.63,WS=5.91] 、 43[status=5.0,P=590.73,WS=4.85] 、 44[status=5.0,P=710.24,WS=5.27] 、 45[status=5.0,P=791.34,WS=5.34] 、 46[status=5.0,P=851.95,WS=5.19] 、 47[status=5.0,P=1016.7,WS=5.59] 、 48[status=5.0,P=1412.8,WS=7.51] 、 49[status=5.0,P=1399.99,WS=7.18] 、 50[status=5.0,P=1392.31,WS=6.28] 、 51[status=5.0,P=1321.46,WS=6.93] 、 52[status=5.0,P=1417.92,WS=6.36] 、 53[status=5.0,P=1493.04,WS=6.42] 、 54[status=5.0,P=1538.28,WS=6.53] 、 55[status=5.0,P=1440.97,WS=6.9] 、 57[status=5.0,P=1571.58,WS=6.6] 、 58[status=5.0,P=1403.41,WS=7.36]"
111,2024-04-11 14:37:00,2024-04-11 16:18:00,102,102,19,21.99184,39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、57、58,100,102,2,0.980392,1.0,0.019608,361.276979,1401.305282,1040.028303,-2.878756,3.541931,13.738287,5.797043,21.27588,412.40891,1451.697177,1039.288267,-2.520043,4.043225,14.232325,6.301098,21.781144,43,102,0.0,0,102,False,False,False,False,"39[status=5.0,P=792.19,WS=4.95] 、 40[status=5.0,P=811.82,WS=5.27] 、 41[status=5.0,P=895.48,WS=5.17] 、 42[status=5.0,P=1139.63,WS=5.91] 、 43[status=5.0,P=590.73,WS=4.85] 、 44[status=5.0,P=710.24,WS=5.27] 、 45[status=5.0,P=791.34,WS=5.34] 、 46[status=5.0,P=851.95,WS=5.19] 、 47[status=5.0,P=1016.7,WS=5.59] 、 48[status=5.0,P=1412.8,WS=7.51] 、 49[status=5.0,P=1399.99,WS=7.18] 、 50[status=5.0,P=1392.31,WS=6.28] 、 51[status=5.0,P=1321.46,WS=6.93] 、 52[status=5.0,P=1417.92,WS=6.36] 、 53[status=5.0,P=1493.04,WS=6.42] 、 54[status=5.0,P=1538.28,WS=6.53] 、 55[status=5.0,P=1440.97,WS=6.9] 、 57[status=5.0,P=1571.58,WS=6.6] 、 58[status=5.0,P=1403.41,WS=7.36]"
112,2024-04-11 16:19:00,2024-04-12 10:49:00,1111,1111,0,0.0,,10,10,0,0.009001,0.009001,0.0,0.526839,0.526839,0.0,-0.0,0.000474,0.000474,0.189959,0.189959,138.299428,138.299428,0.0,-0.0,0.124482,0.124482,0.68125,0.68125,0,0,0.0,0,0,False,False,False,False,
113,2024-04-12 10:50:00,2024-04-12 10:54:00,5,5,58,217.1474,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,0,5,5,0.0,1.0,1.0,0.0,21141.7124,21141.7124,,0.0,4228.34248,0.0,4253.277,1.123285,21141.7124,21140.589115,-18820.32344,0.224657,4228.34248,0.409323,4253.277,0,5,0.0,0,5,False,False,False,False,"1[status=5.0,P=4504.73,WS=11.58] 、 2[status=5.0,P=4151.32,WS=9.61] 、 3[status=5.0,P=4303.7,WS=9.86] 、 4[status=5.0,P=3281.87,WS=8.47] 、 5[status=5.0,P=3993.82,WS=9.24] 、 6[status=5.0,P=3940.04,WS=9.11] 、 7[status=5.0,P=3715.96,WS=9.11] 、 8[status=5.0,P=3267.79,WS=8.33] 、 9[status=5.0,P=3631.44,WS=8.96] 、 10[status=5.0,P=3443.21,WS=8.94] 、 11[status=5.0,P=2717.18,WS=7.85] 、 12[status=5.0,P=2998.89,WS=8.42] 、 13[status=5.0,P=2074.38,WS=7.19] 、 14[status=5.0,P=2505.9,WS=7.55] 、 15[status=5.0,P=2260.05,WS=7.29] 、 16[status=5.0,P=2012.92,WS=7.25] 、 17[status=5.0,P=2161.45,WS=7.42] 、 18[status=5.0,P=2009.07,WS=7.21] 、 19[status=5.0,P=4522.66,WS=11.14] 、 20[status=5.0,P=3470.1,WS=8.94] 、 21[status=5.0,P=3936.2,WS=10.59] 、 22[status=5.0,P=3266.51,WS=8.99] 、 23[status=5.0,P=3931.08,WS=9.36] 、 24[status=5.0,P=4550.83,WS=9.58] 、 25[status=5.0,P=3899.06,WS=9.09] 、 26[status=5.0,P=3488.03,WS=8.78] 、 27[status=5.0,P=4509.85,WS=9.94] 、 28[status=5.0,P=4331.87,WS=9.87] 、 29[status=5.0,P=4534.18,WS=10.91] 、 30[status=5.0,P=4536.74,WS=10.62] 、 31[status=5.0,P=4568.76,WS=10.47] 、 32[status=5.0,P=4526.5,WS=10.43] 、 33[status=5.0,P=4539.31,WS=10.34] 、 34[status=5.0,P=4513.7,WS=10.34] 、 35[status=5.0,P=4330.59,WS=10.0] 、 36[status=5.0,P=4128.27,WS=9.96] 、 37[status=5.0,P=4139.79,WS=9.6] 、 38[status=5.0,P=4185.89,WS=9.58] 、 39[status=5.0,P=4205.1,WS=8.02] 、 40[status=5.0,P=4281.08,WS=9.02] 、 41[status=5.0,P=3655.35,WS=8.33] 、 42[status=5.0,P=2986.94,WS=7.81] 、 43[status=5.0,P=2960.47,WS=7.96] 、 44[status=5.0,P=3228.52,WS=8.15] 、 45[status=5.0,P=3037.3,WS=7.98] 、 46[status=5.0,P=2889.62,WS=7.07] 、 47[status=5.0,P=2759.86,WS=7.56] 、 48[status=5.0,P=4793.27,WS=9.44] 、 49[status=5.0,P=4910.22,WS=9.42] 、 50[status=5.0,P=4840.22,WS=8.92] 、 51[status=5.0,P=4412.54,WS=8.61] 、 52[status=5.0,P=4287.9,WS=8.77] 、 53[status=5.0,P=4267.42,WS=8.74] 、 54[status=5.0,P=4048.03,WS=8.51] 、 55[status=5.0,P=3948.15,WS=8.53] 、 56[status=5.0,P=3692.05,WS=8.37] 、 57[status=5.0,P=3508.52,WS=8.21] 、 58[status=5.0,P=3551.2,WS=7.53]"
114,2024-04-12 10:55:00,2024-04-12 10:56:00,2,2,38,140.88364,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38,0,2,2,0.0,1.0,1.0,0.0,143.284562,143.284562,,0.0,71.642281,0.0,72.371201,0.506385,144.297776,143.791391,-283.956523,0.253193,72.148888,0.267414,72.879954,0,2,0.0,0,2,False,False,False,False,"1[status=5.0,P=4504.73,WS=11.58] 、 2[status=5.0,P=4151.32,WS=9.61] 、 3[status=5.0,P=4303.7,WS=9.86] 、 4[status=5.0,P=3281.87,WS=8.47] 、 5[status=5.0,P=3993.82,WS=9.24] 、 6[status=5.0,P=3940.04,WS=9.11] 、 7[status=5.0,P=3715.96,WS=9.11] 、 8[status=5.0,P=3267.79,WS=8.33] 、 9[status=5.0,P=3631.44,WS=8.96] 、 10[status=5.0,P=3443.21,WS=8.94] 、 11[status=5.0,P=2717.18,WS=7.85] 、 12[status=5.0,P=2998.89,WS=8.42] 、 13[status=5.0,P=2074.38,WS=7.19] 、 14[status=5.0,P=2505.9,WS=7.55] 、 15[status=5.0,P=2260.05,WS=7.29] 、 16[status=5.0,P=2012.92,WS=7.25] 、 17[status=5.0,P=2161.45,WS=7.42] 、 18[status=5.0,P=2009.07,WS=7.21] 、 19[status=5.0,P=4522.66,WS=11.14] 、 20[status=5.0,P=3470.1,WS=8.94] 、 21[status=5.0,P=3936.2,WS=10.59] 、 22[status=5.0,P=3266.51,WS=8.99] 、 23[status=5.0,P=3931.08,WS=9.36] 、 24[status=5.0,P=4550.83,WS=9.58] 、 25[status=5.0,P=3899.06,WS=9.09] 、 26[status=5.0,P=3488.03,WS=8.78] 、 27[status=5.0,P=4509.85,WS=9.94] 、 28[status=5.0,P=4331.87,WS=9.87] 、 29[status=5.0,P=4534.18,WS=10.91] 、 30[status=5.0,P=4536.74,WS=10.62] 、 31[status=5.0,P=4568.76,WS=10.47] 、 32[status=5.0,P=4526.5,WS=10.43] 、 33[status=5.0,P=4539.31,WS=10.34] 、 34[status=5.0,P=4513.7,WS=10.34] 、 35[status=5.0,P=4330.59,WS=10.0] 、 36[status=5.0,P=4128.27,WS=9.96] 、 37[status=5.0,P=4139.79,WS=9.6] 、 38[status=5.0,P=4185.89,WS=9.58]"
115,2024-04-12 10:57:00,2024-04-12 11:10:00,14,14,0,0.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.351704,2.351704,0.0,-0.0,0.167979,0.167979,0.401031,0.401031,0,0,0.0,0,0,False,False,False,False,
116,2024-04-12 11:11:00,2024-04-12 11:11:00,1,1,48,175.15319,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、44、45、46、47、48、49,0,1,1,0.0,1.0,1.0,0.0,104.897022,104.897022,,0.0,104.897022,0.0,104.897022,0.108212,105.381523,105.273311,-972.846198,0.108212,105.381523,0.108212,105.381523,0,1,0.0,0,1,False,False,False,False,"1[status=5.0,P=4540.59,WS=0.0] 、 2[status=5.0,P=4211.5,WS=0.0] 、 3[status=5.0,P=3881.14,WS=0.0] 、 4[status=5.0,P=3797.91,WS=0.0] 、 5[status=5.0,P=4383.09,WS=0.0] 、 6[status=5.0,P=3928.52,WS=0.0] 、 7[status=5.0,P=3053.95,WS=0.0] 、 8[status=5.0,P=3891.38,WS=0.0] 、 9[status=5.0,P=3479.07,WS=0.0] 、 10[status=5.0,P=3121.81,WS=0.0] 、 11[status=5.0,P=3238.34,WS=0.0] 、 12[status=5.0,P=2802.97,WS=0.0] 、 13[status=5.0,P=2149.93,WS=0.0] 、 14[status=5.0,P=1941.21,WS=0.0] 、 15[status=5.0,P=2146.09,WS=0.0] 、 16[status=5.0,P=1886.15,WS=0.0] 、 17[status=5.0,P=2060.29,WS=0.0] 、 18[status=5.0,P=1779.87,WS=0.0] 、 19[status=5.0,P=4514.98,WS=0.0] 、 20[status=5.0,P=3390.71,WS=0.0] 、 21[status=5.0,P=3269.07,WS=0.0] 、 22[status=5.0,P=3933.64,WS=0.0] 、 23[status=5.0,P=4549.55,WS=0.0] 、 24[status=5.0,P=4409.98,WS=0.0] 、 25[status=5.0,P=3970.77,WS=0.0] 、 26[status=5.0,P=3489.31,WS=0.0] 、 27[status=5.0,P=4511.13,WS=0.0] 、 28[status=5.0,P=4520.1,WS=0.0] 、 29[status=5.0,P=4539.31,WS=0.0] 、 30[status=5.0,P=4516.26,WS=0.0] 、 31[status=5.0,P=4535.46,WS=0.0] 、 32[status=5.0,P=4507.29,WS=0.0] 、 33[status=5.0,P=4523.94,WS=0.0] 、 34[status=5.0,P=4541.87,WS=0.0] 、 35[status=5.0,P=4488.09,WS=0.0] 、 36[status=5.0,P=4403.57,WS=0.0] 、 37[status=5.0,P=4342.11,WS=0.0] 、 38[status=5.0,P=4233.27,WS=0.0] 、 39[status=5.0,P=3836.32,WS=8.17] 、 40[status=5.0,P=3682.66,WS=8.42] 、 41[status=5.0,P=3672.42,WS=8.71] 、 42[status=5.0,P=2814.5,WS=7.78] 、 44[status=5.0,P=2422.67,WS=7.49] 、 45[status=5.0,P=2942.55,WS=7.89] 、 46[status=5.0,P=2614.74,WS=5.73] 、 47[status=5.0,P=2473.04,WS=7.47] 、 48[status=5.0,P=4663.51,WS=9.32] 、 49[status=5.0,P=4546.56,WS=9.0]"
117,2024-04-12 11:12:00,2024-04-12 11:30:00,19,19,58,211.93715,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,16,19,3,0.842105,1.0,0.157895,17.682323,81529.416,81511.733677,-4609.786517,0.930649,4291.021895,1.920795,4426.942,27.229462,81529.416,81502.186538,-2993.161877,1.43313,4291.021895,2.454862,4426.942,13,19,0.0,0,19,False,False,False,False,"1[status=5.0,P=4540.59,WS=0.0] 、 2[status=5.0,P=4211.5,WS=0.0] 、 3[status=5.0,P=3881.14,WS=0.0] 、 4[status=5.0,P=3797.91,WS=0.0] 、 5[status=5.0,P=4383.09,WS=0.0] 、 6[status=5.0,P=3928.52,WS=0.0] 、 7[status=5.0,P=3053.95,WS=0.0] 、 8[status=5.0,P=3891.38,WS=0.0] 、 9[status=5.0,P=3479.07,WS=0.0] 、 10[status=5.0,P=3121.81,WS=0.0] 、 11[status=5.0,P=3238.34,WS=0.0] 、 12[status=5.0,P=2802.97,WS=0.0] 、 13[status=5.0,P=2149.93,WS=0.0] 、 14[status=5.0,P=1941.21,WS=0.0] 、 15[status=5.0,P=2146.09,WS=0.0] 、 16[status=5.0,P=1886.15,WS=0.0] 、 17[status=5.0,P=2060.29,WS=0.0] 、 18[status=5.0,P=1779.87,WS=0.0] 、 19[status=5.0,P=4514.98,WS=0.0] 、 20[status=5.0,P=3390.71,WS=0.0] 、 21[status=5.0,P=3269.07,WS=0.0] 、 22[status=5.0,P=3933.64,WS=0.0] 、 23[status=5.0,P=4549.55,WS=0.0] 、 24[status=5.0,P=4409.98,WS=0.0] 、 25[status=5.0,P=3970.77,WS=0.0] 、 26[status=5.0,P=3489.31,WS=0.0] 、 27[status=5.0,P=4511.13,WS=0.0] 、 28[status=5.0,P=4520.1,WS=0.0] 、 29[status=5.0,P=4539.31,WS=0.0] 、 30[status=5.0,P=4516.26,WS=0.0] 、 31[status=5.0,P=4535.46,WS=0.0] 、 32[status=5.0,P=4507.29,WS=0.0] 、 33[status=5.0,P=4523.94,WS=0.0] 、 34[status=5.0,P=4541.87,WS=0.0] 、 35[status=5.0,P=4488.09,WS=0.0] 、 36[status=5.0,P=4403.57,WS=0.0] 、 37[status=5.0,P=4342.11,WS=0.0] 、 38[status=5.0,P=4233.27,WS=0.0] 、 39[status=5.0,P=3836.32,WS=8.17] 、 40[status=5.0,P=3682.66,WS=8.42] 、 41[status=5.0,P=3672.42,WS=8.71] 、 42[status=5.0,P=2814.5,WS=7.78] 、 43[status=5.0,P=2608.77,WS=7.56] 、 44[status=5.0,P=2422.67,WS=7.49] 、 45[status=5.0,P=2942.55,WS=7.89] 、 46[status=5.0,P=2614.74,WS=5.73] 、 47[status=5.0,P=2473.04,WS=7.47] 、 48[status=5.0,P=4663.51,WS=9.32] 、 49[status=5.0,P=4546.56,WS=9.0] 、 50[status=5.0,P=4218.76,WS=8.89] 、 51[status=5.0,P=3869.61,WS=8.89] 、 52[status=5.0,P=4045.47,WS=8.57] 、 53[status=5.0,P=3814.13,WS=8.55] 、 54[status=5.0,P=3616.93,WS=8.26] 、 55[status=5.0,P=3616.08,WS=8.61] 、 56[status=5.0,P=3499.13,WS=8.2] 、 57[status=5.0,P=3708.27,WS=8.58] 、 58[status=5.0,P=3786.81,WS=7.53]"
118,2024-04-12 11:31:00,2024-04-13 12:00:00,1470,1470,0,0.0,,89,89,0,0.060544,0.060544,0.0,16.675832,16.675832,0.0,-0.0,0.011344,0.011344,0.853217,0.853217,286.483676,286.483676,-0.0,0.0,0.194887,0.194887,1.357807,1.357807,4,4,0.0,0,0,False,False,True,False,
119,2024-04-13 12:01:00,2024-04-13 12:04:00,4,4,37,143.95808,1、2、3、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38,0,4,4,0.0,1.0,1.0,0.0,307.590308,307.590308,,0.0,76.897577,0.0,77.806371,0.714532,309.627941,308.913408,-432.329458,0.178633,77.406985,0.387946,78.327142,0,4,0.0,0,4,False,False,False,False,"1[status=5.0,P=4436.87,WS=0.0] 、 2[status=5.0,P=3634.01,WS=0.0] 、 3[status=5.0,P=4566.2,WS=0.0] 、 5[status=5.0,P=4459.92,WS=0.0] 、 6[status=5.0,P=4488.09,WS=0.0] 、 7[status=5.0,P=4463.76,WS=0.0] 、 8[status=5.0,P=3924.67,WS=0.0] 、 9[status=5.0,P=3584.07,WS=0.0] 、 10[status=5.0,P=3836.32,WS=0.0] 、 11[status=5.0,P=3922.11,WS=0.0] 、 12[status=5.0,P=3651.93,WS=0.0] 、 13[status=5.0,P=2852.91,WS=0.0] 、 14[status=5.0,P=2621.14,WS=0.0] 、 15[status=5.0,P=2412.43,WS=0.0] 、 16[status=5.0,P=1964.26,WS=0.0] 、 17[status=5.0,P=2256.21,WS=0.0] 、 18[status=5.0,P=1874.62,WS=0.0] 、 19[status=5.0,P=4571.32,WS=0.0] 、 20[status=5.0,P=4106.5,WS=0.0] 、 21[status=5.0,P=3607.11,WS=0.0] 、 22[status=5.0,P=3420.16,WS=0.0] 、 23[status=5.0,P=4504.73,WS=0.0] 、 24[status=5.0,P=4225.59,WS=0.0] 、 25[status=5.0,P=3841.44,WS=0.0] 、 26[status=5.0,P=2995.05,WS=0.0] 、 27[status=5.0,P=4529.06,WS=0.0] 、 28[status=5.0,P=4474.0,WS=0.0] 、 29[status=5.0,P=4531.62,WS=0.0] 、 30[status=5.0,P=4543.15,WS=0.0] 、 31[status=5.0,P=4527.78,WS=0.0] 、 32[status=5.0,P=4485.52,WS=0.0] 、 33[status=5.0,P=4521.38,WS=0.0] 、 34[status=5.0,P=4555.95,WS=0.0] 、 35[status=5.0,P=4363.88,WS=0.0] 、 36[status=5.0,P=4557.23,WS=0.0] 、 37[status=5.0,P=4521.38,WS=0.0] 、 38[status=5.0,P=4125.71,WS=0.0]"
120,2024-04-13 12:05:00,2024-04-14 14:49:00,1605,1601,0,0.0,,248,248,0,0.154517,0.154517,0.0,63.422609,63.422609,-0.0,0.0,0.039614,0.039614,2.78744,2.78744,431.40361,431.40361,0.0,-0.0,0.269459,0.269459,3.40306,3.40306,0,0,0.0,0,0,False,True,False,False,
121,2024-04-14 14:50:00,2024-04-14 15:14:00,25,25,58,297.98246,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,25,25,0,1.0,1.0,0.0,1.799321,143618.8,143617.000679,-79817.320142,0.071973,5744.752,0.071973,5744.752,12.936194,143618.8,143605.863806,-11101.090658,0.517448,5744.752,0.517448,5744.752,0,25,25.0,0,25,False,False,False,False,"1[status=5.0,P=4604.61,WS=15.19] 、 2[status=5.0,P=4523.94,WS=15.95] 、 3[status=5.0,P=4605.89,WS=13.1] 、 4[status=5.0,P=4680.16,WS=13.99] 、 5[status=5.0,P=4506.01,WS=13.29] 、 6[status=5.0,P=4472.72,WS=13.52] 、 7[status=5.0,P=4800.52,WS=13.52] 、 8[status=5.0,P=4511.13,WS=13.45] 、 9[status=5.0,P=4407.42,WS=14.23] 、 10[status=5.0,P=4591.81,WS=14.3] 、 11[status=5.0,P=4563.63,WS=13.07] 、 12[status=5.0,P=4554.67,WS=13.82] 、 13[status=5.0,P=3668.58,WS=11.94] 、 14[status=5.0,P=4430.46,WS=13.6] 、 15[status=5.0,P=4648.15,WS=11.98] 、 16[status=5.0,P=4482.96,WS=11.67] 、 17[status=5.0,P=4587.96,WS=12.62] 、 18[status=5.0,P=4441.99,WS=12.78] 、 19[status=5.0,P=4503.45,WS=13.98] 、 20[status=5.0,P=4575.16,WS=13.86] 、 21[status=5.0,P=4480.4,WS=13.42] 、 22[status=5.0,P=4435.59,WS=13.35] 、 23[status=5.0,P=4626.38,WS=13.31] 、 24[status=5.0,P=4438.15,WS=12.29] 、 25[status=5.0,P=4529.06,WS=14.02] 、 26[status=5.0,P=4541.87,WS=14.67] 、 27[status=5.0,P=4526.5,WS=13.89] 、 28[status=5.0,P=4514.98,WS=13.06] 、 29[status=5.0,P=4526.5,WS=13.79] 、 30[status=5.0,P=4530.34,WS=13.72] 、 31[status=5.0,P=4525.22,WS=13.92] 、 32[status=5.0,P=4184.61,WS=13.71] 、 33[status=5.0,P=4115.47,WS=13.61] 、 34[status=5.0,P=4459.92,WS=14.8] 、 35[status=5.0,P=4572.6,WS=14.41] 、 36[status=5.0,P=4046.32,WS=14.03] 、 37[status=5.0,P=4310.1,WS=14.16] 、 38[status=5.0,P=4489.37,WS=14.06] 、 39[status=5.0,P=6469.84,WS=14.47] 、 40[status=5.0,P=6466.43,WS=12.79] 、 41[status=5.0,P=6488.62,WS=12.69] 、 42[status=5.0,P=6442.53,WS=13.39] 、 43[status=5.0,P=6503.99,WS=12.72] 、 44[status=5.0,P=6291.43,WS=12.54] 、 45[status=5.0,P=6174.48,WS=11.35] 、 46[status=5.0,P=6266.67,WS=10.33] 、 47[status=5.0,P=6002.9,WS=10.25] 、 48[status=5.0,P=6417.77,WS=13.82] 、 49[status=5.0,P=6488.62,WS=14.46] 、 50[status=5.0,P=6489.48,WS=14.37] 、 51[status=5.0,P=6451.06,WS=12.78] 、 52[status=5.0,P=6474.11,WS=13.45] 、 53[status=5.0,P=6513.38,WS=12.39] 、 54[status=5.0,P=6218.02,WS=13.17] 、 55[status=5.0,P=6480.09,WS=13.48] 、 56[status=5.0,P=6376.8,WS=12.92] 、 57[status=5.0,P=6459.6,WS=12.27] 、 58[status=5.0,P=6492.04,WS=13.04]"
