region,P_left,P_right,n_before,n_removed,n_after,median_resid,mad,threshold
high,118.0,120.0,1528,15,1513,-0.01970154569295346,0.3386938665455972,2.5107376327025115
high,120.0,122.0,1509,18,1491,-0.01881766938567142,0.3562065240886998,2.640558963069531
high,122.0,124.0,1558,13,1545,-0.026122933515290048,0.34748674285072845,2.57591922475245
high,124.0,126.0,1588,21,1567,-0.020190448196575783,0.3337675452244755,2.4742188127490365
high,126.0,128.0,1587,10,1577,-0.022892180944057205,0.3537739010857568,2.6225259287487153
high,128.0,130.0,1591,9,1582,-0.026323304130188685,0.3622774468085206,2.6855627131915627
high,130.0,132.0,1486,10,1476,-0.011306939924911052,0.3622286107634486,2.6852006915894444
high,132.0,134.0,1418,14,1404,-0.029440454545451522,0.3785330298527668,2.8060653502985606
high,134.0,136.0,1370,9,1361,-0.01852437358658998,0.40055128900947634,2.969286705427248
high,136.0,138.0,1319,10,1309,-0.021596593797668318,0.3948809405185554,2.9272524120640506
high,138.0,140.0,1409,10,1399,-0.023033843416371047,0.39415329547116307,2.9218583793277313
high,140.0,142.0,1420,9,1411,-0.02246756475195122,0.4164315570934205,3.087007132733526
high,142.0,144.0,1437,15,1422,-0.023961393969335498,0.3966717202175116,2.9405274619724135
high,144.0,146.0,1406,7,1399,-0.0243441175401512,0.42558322775263735,3.1548484673303006
high,146.0,148.0,1423,12,1411,-0.026925165912533577,0.41943285481797243,3.1092557527656295
high,148.0,150.0,1376,7,1369,-0.02094712168084034,0.4583181966769616,3.3975127919663164
high,150.0,152.0,1286,12,1274,-0.03406914024233498,0.4504562269601231,3.3392320104553925
high,152.0,154.0,1214,7,1207,-0.006298143378826948,0.4564103877908263,3.3833702046933958
high,154.0,156.0,1153,9,1144,-0.04008245559168433,0.4922455804392929,3.6490164877964784
high,156.0,158.0,1131,11,1120,-0.02521113752743176,0.45167658588015946,3.348278531129622
high,158.0,160.0,1199,2,1197,-0.03848568978561695,0.4682694854981171,3.4712816959975417
high,160.0,162.0,1120,7,1113,-0.03872606082917274,0.4813556819198731,3.5682896700720192
high,162.0,164.0,1079,5,1074,-0.029320291970798218,0.5448223962012164,4.038768423039617
high,164.0,166.0,1228,6,1222,-0.0221045804540968,0.49368086377098375,3.659656243134302
high,166.0,168.0,1194,8,1186,-0.021222684754517385,0.5106051976744271,3.7851163303605286
high,168.0,170.0,1087,3,1084,-0.012389965116271107,0.5364885526315666,3.976989640657803
high,170.0,172.0,1109,5,1104,-0.04157685434517244,0.5172572386781056,3.8344279103207963
high,172.0,174.0,1172,5,1167,-0.02873699545911812,0.5346681049044135,3.963494661656417
high,174.0,176.0,1125,9,1116,-0.019346180625623433,0.5444459780088833,4.035978034979851
high,176.0,178.0,1125,3,1122,-0.02790790160644363,0.5605393373494243,4.155278107771282
high,178.0,180.0,1065,6,1059,-0.023043752797805794,0.5884328848050346,4.362052975059721
high,180.0,182.0,1045,7,1038,-0.008374605819432723,0.5607970678935774,4.157188664295089
high,182.0,184.0,1042,4,1038,-0.04821393310122635,0.5808938510320858,4.306166117700852
high,184.0,186.0,977,4,973,-0.014343218673207314,0.6581253878000468,4.878683499761747
